Betriebszustand,Drehzahl,Gewicht,Pumpe,Timestamp,Trommel,Waschprogramm,_id
2,800,0,1,2022/02/22 16:50:29:150406,1,Pflegeleicht 30,6215064507ba2f7238e7e315
2,800,0,1,2022/02/22 16:50:29:175374,1,Pflegeleicht 30,6215064507ba2f7238e7e316
2,800,0,1,2022/02/22 16:50:29:209685,1,Pflegeleicht 30,6215064507ba2f7238e7e317
2,800,0,1,2022/02/22 16:50:29:244270,1,Pflegeleicht 30,6215064507ba2f7238e7e318
2,800,0,1,2022/02/22 16:50:29:269329,1,Pflegeleicht 30,6215064507ba2f7238e7e319
2,800,0,1,2022/02/22 16:50:29:376096,1,Pflegeleicht 30,6215064607ba2f7238e7e31a
2,800,0,1,2022/02/22 16:50:30:252923,1,Pflegeleicht 30,6215064607ba2f7238e7e31b
2,800,0,1,2022/02/22 16:50:30:702355,1,Pflegeleicht 30,6215064607ba2f7238e7e31c
2,800,0,1,2022/02/22 16:50:30:727170,1,Pflegeleicht 30,6215064707ba2f7238e7e31d
2,800,0,1,2022/02/22 16:50:31:699509,1,Pflegeleicht 30,6215064807ba2f7238e7e31e
2,800,0,1,2022/02/22 16:50:32:661634,1,Pflegeleicht 30,6215064907ba2f7238e7e31f
2,800,0,1,2022/02/22 16:50:33:115941,1,Pflegeleicht 30,6215064a07ba2f7238e7e320
2,800,0,1,2022/02/22 16:50:34:195476,1,Pflegeleicht 30,6215064a07ba2f7238e7e321
2,800,0,1,2022/02/22 16:50:34:559556,1,Pflegeleicht 30,6215064a07ba2f7238e7e322
2,800,0,1,2022/02/22 16:50:34:585829,1,Pflegeleicht 30,6215064a07ba2f7238e7e323
2,800,0,1,2022/02/22 16:50:34:609618,1,Pflegeleicht 30,6215064a07ba2f7238e7e324
2,800,0,1,2022/02/22 16:50:34:634062,1,Pflegeleicht 30,6215064a07ba2f7238e7e325
2,800,0,1,2022/02/22 16:50:34:661109,1,Pflegeleicht 30,6215064a07ba2f7238e7e326
2,800,0,1,2022/02/22 16:50:34:683900,1,Pflegeleicht 30,6215064b07ba2f7238e7e327
2,800,0,1,2022/02/22 16:50:35:594411,1,Pflegeleicht 30,6215064b07ba2f7238e7e328
2,800,0,1,2022/02/22 16:50:35:914528,1,Pflegeleicht 30,6215064c07ba2f7238e7e329
2,800,0,1,2022/02/22 16:50:36:864263,1,Pflegeleicht 30,6215064d07ba2f7238e7e32a
2,800,0,1,2022/02/22 16:50:37:322604,1,Pflegeleicht 30,6215064d07ba2f7238e7e32b
2,800,0,1,2022/02/22 16:50:37:608423,1,Pflegeleicht 30,6215064d07ba2f7238e7e32c
2,800,0,1,2022/02/22 16:50:37:640159,1,Pflegeleicht 30,6215064d07ba2f7238e7e32d
2,800,0,1,2022/02/22 16:50:37:675050,1,Pflegeleicht 30,6215064d07ba2f7238e7e32e
2,800,0,1,2022/02/22 16:50:37:704407,1,Pflegeleicht 30,6215064d07ba2f7238e7e32f
2,800,0,1,2022/02/22 16:50:37:737623,1,Pflegeleicht 30,6215064d07ba2f7238e7e330
2,800,0,1,2022/02/22 16:50:37:769007,1,Pflegeleicht 30,6215064d07ba2f7238e7e331
2,800,0,1,2022/02/22 16:50:37:795695,1,Pflegeleicht 30,6215064d07ba2f7238e7e332
2,800,0,1,2022/02/22 16:50:37:822719,1,Pflegeleicht 30,6215064e07ba2f7238e7e333
2,800,0,1,2022/02/22 16:50:38:297750,1,Pflegeleicht 30,6215064e07ba2f7238e7e334
2,800,0,1,2022/02/22 16:50:38:798020,1,Pflegeleicht 30,6215064f07ba2f7238e7e335
2,800,0,1,2022/02/22 16:50:39:889673,1,Pflegeleicht 30,6215065007ba2f7238e7e336
2,800,0,1,2022/02/22 16:50:40:254135,1,Pflegeleicht 30,6215065107ba2f7238e7e337
2,800,0,1,2022/02/22 16:50:41:307548,1,Pflegeleicht 30,6215065107ba2f7238e7e338
2,800,0,1,2022/02/22 16:50:41:685561,1,Pflegeleicht 30,6215065107ba2f7238e7e339
2,800,0,1,2022/02/22 16:50:41:708099,1,Pflegeleicht 30,6215065107ba2f7238e7e33a
2,800,0,1,2022/02/22 16:50:41:740839,1,Pflegeleicht 30,6215065107ba2f7238e7e33b
2,800,0,1,2022/02/22 16:50:41:771170,1,Pflegeleicht 30,6215065107ba2f7238e7e33c
2,800,0,1,2022/02/22 16:50:41:792516,1,Pflegeleicht 30,6215065107ba2f7238e7e33d
2,800,0,1,2022/02/22 16:50:41:889234,1,Pflegeleicht 30,6215065107ba2f7238e7e33e
2,800,0,1,2022/02/22 16:50:41:912894,1,Pflegeleicht 30,6215065107ba2f7238e7e33f
2,800,0,1,2022/02/22 16:50:41:944069,1,Pflegeleicht 30,6215065107ba2f7238e7e340
2,800,0,1,2022/02/22 16:50:41:971126,1,Pflegeleicht 30,6215065107ba2f7238e7e341
2,800,0,1,2022/02/22 16:50:42:004600,1,Pflegeleicht 30,6215065207ba2f7238e7e342
2,800,0,1,2022/02/22 16:50:42:030863,1,Pflegeleicht 30,6215065207ba2f7238e7e343
2,800,0,1,2022/02/22 16:50:42:054506,1,Pflegeleicht 30,6215065207ba2f7238e7e344
2,800,0,1,2022/02/22 16:50:42:076567,1,Pflegeleicht 30,6215065207ba2f7238e7e345
2,800,0,1,2022/02/22 16:50:42:098948,1,Pflegeleicht 30,6215065207ba2f7238e7e346
2,800,0,1,2022/02/22 16:50:42:131063,1,Pflegeleicht 30,6215065207ba2f7238e7e347
2,800,0,1,2022/02/22 16:50:42:158999,1,Pflegeleicht 30,6215065307ba2f7238e7e348
2,800,0,1,2022/02/22 16:50:43:064312,1,Pflegeleicht 30,6215065307ba2f7238e7e349
2,800,0,1,2022/02/22 16:50:43:098306,1,Pflegeleicht 30,6215065307ba2f7238e7e34a
2,800,0,1,2022/02/22 16:50:43:124054,1,Pflegeleicht 30,6215065307ba2f7238e7e34b
2,800,0,1,2022/02/22 16:50:44:017529,1,Pflegeleicht 30,6215065407ba2f7238e7e34c
2,800,0,1,2022/02/22 16:50:44:474614,1,Pflegeleicht 30,6215065407ba2f7238e7e34d
2,800,0,1,2022/02/22 16:50:44:501239,1,Pflegeleicht 30,6215065507ba2f7238e7e34e
2,800,0,1,2022/02/22 16:50:45:574874,1,Pflegeleicht 30,6215065507ba2f7238e7e34f
2,800,0,1,2022/02/22 16:50:45:930037,1,Pflegeleicht 30,6215065707ba2f7238e7e350
2,800,0,1,2022/02/22 16:50:47:037493,1,Pflegeleicht 30,6215065707ba2f7238e7e351
2,800,0,1,2022/02/22 16:50:47:457317,1,Pflegeleicht 30,6215065707ba2f7238e7e352
2,800,0,1,2022/02/22 16:50:47:478704,1,Pflegeleicht 30,6215065807ba2f7238e7e353
2,800,0,1,2022/02/22 16:50:48:259332,1,Pflegeleicht 30,6215065807ba2f7238e7e354
2,800,0,1,2022/02/22 16:50:48:393359,1,Pflegeleicht 30,6215065807ba2f7238e7e355
2,800,0,1,2022/02/22 16:50:48:417858,1,Pflegeleicht 30,6215065807ba2f7238e7e356
2,800,0,1,2022/02/22 16:50:48:444755,1,Pflegeleicht 30,6215065807ba2f7238e7e357
2,800,0,1,2022/02/22 16:50:48:762905,1,Pflegeleicht 30,6215065907ba2f7238e7e358
2,800,0,1,2022/02/22 16:50:49:790713,1,Pflegeleicht 30,6215065a07ba2f7238e7e359
2,800,0,1,2022/02/22 16:50:50:124283,1,Pflegeleicht 30,6215065a07ba2f7238e7e35a
2,800,0,1,2022/02/22 16:50:50:147742,1,Pflegeleicht 30,6215065b07ba2f7238e7e35b
2,800,0,1,2022/02/22 16:50:51:191324,1,Pflegeleicht 30,6215065b07ba2f7238e7e35c
2,800,0,1,2022/02/22 16:50:51:540010,1,Pflegeleicht 30,6215065c07ba2f7238e7e35d
2,800,0,1,2022/02/22 16:50:52:603187,1,Pflegeleicht 30,6215065c07ba2f7238e7e35e
2,800,0,1,2022/02/22 16:50:52:949564,1,Pflegeleicht 30,6215065c07ba2f7238e7e35f
2,800,0,1,2022/02/22 16:50:52:970530,1,Pflegeleicht 30,6215065d07ba2f7238e7e360
2,800,0,1,2022/02/22 16:50:53:878450,1,Pflegeleicht 30,6215065e07ba2f7238e7e361
2,800,0,1,2022/02/22 16:50:54:340103,1,Pflegeleicht 30,6215065f07ba2f7238e7e362
2,800,0,1,2022/02/22 16:50:55:449318,1,Pflegeleicht 30,6215065f07ba2f7238e7e363
2,800,0,1,2022/02/22 16:50:55:794479,1,Pflegeleicht 30,6215066007ba2f7238e7e364
2,800,0,1,2022/02/22 16:50:56:851145,1,Pflegeleicht 30,6215066107ba2f7238e7e365
2,800,0,1,2022/02/22 16:50:57:197363,1,Pflegeleicht 30,6215066207ba2f7238e7e366
2,800,0,1,2022/02/22 16:50:58:299355,1,Pflegeleicht 30,6215066207ba2f7238e7e367
2,800,0,1,2022/02/22 16:50:58:655467,1,Pflegeleicht 30,6215066307ba2f7238e7e368
2,800,0,1,2022/02/22 16:50:59:695579,1,Pflegeleicht 30,6215066407ba2f7238e7e369
2,800,0,1,2022/02/22 16:51:00:021560,1,Pflegeleicht 30,6215066507ba2f7238e7e36a
2,800,0,1,2022/02/22 16:51:01:115788,1,Pflegeleicht 30,6215066507ba2f7238e7e36b
2,800,0,1,2022/02/22 16:51:01:493927,1,Pflegeleicht 30,6215066607ba2f7238e7e36c
2,800,0,1,2022/02/22 16:51:02:507434,1,Pflegeleicht 30,6215066607ba2f7238e7e36d
2,800,0,1,2022/02/22 16:51:02:837859,1,Pflegeleicht 30,6215066607ba2f7238e7e36e
2,800,0,1,2022/02/22 16:51:02:858073,1,Pflegeleicht 30,6215066707ba2f7238e7e36f
2,800,0,1,2022/02/22 16:51:03:948288,1,Pflegeleicht 30,6215066807ba2f7238e7e370
2,800,0,1,2022/02/22 16:51:04:294248,1,Pflegeleicht 30,6215066907ba2f7238e7e371
2,800,0,1,2022/02/22 16:51:05:356356,1,Pflegeleicht 30,6215066907ba2f7238e7e372
2,800,0,1,2022/02/22 16:51:05:705285,1,Pflegeleicht 30,6215066907ba2f7238e7e373
2,800,0,1,2022/02/22 16:51:05:727940,1,Pflegeleicht 30,6215066a07ba2f7238e7e374
2,800,0,1,2022/02/22 16:51:06:747107,1,Pflegeleicht 30,6215066b07ba2f7238e7e375
2,800,0,1,2022/02/22 16:51:07:087523,1,Pflegeleicht 30,6215066b07ba2f7238e7e376
2,800,0,1,2022/02/22 16:51:07:109103,1,Pflegeleicht 30,6215066c07ba2f7238e7e377
2,800,0,1,2022/02/22 16:51:08:201015,1,Pflegeleicht 30,6215066c07ba2f7238e7e378
2,800,0,1,2022/02/22 16:51:08:571522,1,Pflegeleicht 30,6215066d07ba2f7238e7e379
2,800,0,1,2022/02/22 16:51:09:650454,1,Pflegeleicht 30,6215066d07ba2f7238e7e37a
2,800,0,1,2022/02/22 16:51:10:018006,1,Pflegeleicht 30,6215066e07ba2f7238e7e37b
2,800,0,1,2022/02/22 16:51:11:009728,1,Pflegeleicht 30,6215066f07ba2f7238e7e37c
2,800,0,1,2022/02/22 16:51:11:373370,1,Pflegeleicht 30,6215066f07ba2f7238e7e37d
2,800,0,1,2022/02/22 16:51:11:395632,1,Pflegeleicht 30,6215067007ba2f7238e7e37e
2,800,0,1,2022/02/22 16:51:12:410626,1,Pflegeleicht 30,6215067007ba2f7238e7e37f
2,800,0,1,2022/02/22 16:51:12:740182,1,Pflegeleicht 30,6215067107ba2f7238e7e380
2,800,0,1,2022/02/22 16:51:13:813914,1,Pflegeleicht 30,6215067207ba2f7238e7e381
2,800,0,1,2022/02/22 16:51:14:172553,1,Pflegeleicht 30,6215067307ba2f7238e7e382
2,800,0,1,2022/02/22 16:51:15:223222,1,Pflegeleicht 30,6215067307ba2f7238e7e383
2,800,0,1,2022/02/22 16:51:15:568972,1,Pflegeleicht 30,6215067407ba2f7238e7e384
2,800,0,1,2022/02/22 16:51:16:627731,1,Pflegeleicht 30,6215067507ba2f7238e7e385
2,800,0,1,2022/02/22 16:51:17:033871,1,Pflegeleicht 30,6215067607ba2f7238e7e386
2,800,0,1,2022/02/22 16:51:18:019659,1,Pflegeleicht 30,6215067607ba2f7238e7e387
2,800,0,1,2022/02/22 16:51:18:367244,1,Pflegeleicht 30,6215067707ba2f7238e7e388
2,800,0,1,2022/02/22 16:51:19:479967,1,Pflegeleicht 30,6215067707ba2f7238e7e389
2,800,0,1,2022/02/22 16:51:19:832417,1,Pflegeleicht 30,6215067807ba2f7238e7e38a
2,800,0,1,2022/02/22 16:51:20:832179,1,Pflegeleicht 30,6215067907ba2f7238e7e38b
2,800,0,1,2022/02/22 16:51:21:159917,1,Pflegeleicht 30,6215067a07ba2f7238e7e38c
2,800,0,1,2022/02/22 16:51:22:097125,1,Pflegeleicht 30,6215067a07ba2f7238e7e38d
2,800,0,1,2022/02/22 16:51:22:559202,1,Pflegeleicht 30,6215067a07ba2f7238e7e38e
2,800,0,1,2022/02/22 16:51:22:581117,1,Pflegeleicht 30,6215067a07ba2f7238e7e38f
2,800,0,1,2022/02/22 16:51:22:717440,1,Pflegeleicht 30,6215067a07ba2f7238e7e390
2,800,0,1,2022/02/22 16:51:22:745083,1,Pflegeleicht 30,6215067a07ba2f7238e7e391
2,800,0,1,2022/02/22 16:51:22:786997,1,Pflegeleicht 30,6215067a07ba2f7238e7e392
2,800,0,1,2022/02/22 16:51:22:816488,1,Pflegeleicht 30,6215067a07ba2f7238e7e393
2,800,0,1,2022/02/22 16:51:22:846332,1,Pflegeleicht 30,6215067a07ba2f7238e7e394
2,800,0,1,2022/02/22 16:51:22:872086,1,Pflegeleicht 30,6215067a07ba2f7238e7e395
2,800,0,1,2022/02/22 16:51:22:907529,1,Pflegeleicht 30,6215067a07ba2f7238e7e396
2,800,0,1,2022/02/22 16:51:22:938247,1,Pflegeleicht 30,6215067a07ba2f7238e7e397
2,800,0,1,2022/02/22 16:51:22:968422,1,Pflegeleicht 30,6215067a07ba2f7238e7e398
2,800,0,1,2022/02/22 16:51:23:012102,1,Pflegeleicht 30,6215067b07ba2f7238e7e399
2,800,0,1,2022/02/22 16:51:23:033804,1,Pflegeleicht 30,6215067b07ba2f7238e7e39a
2,800,0,1,2022/02/22 16:51:23:068046,1,Pflegeleicht 30,6215067b07ba2f7238e7e39b
2,800,0,1,2022/02/22 16:51:23:094730,1,Pflegeleicht 30,6215067b07ba2f7238e7e39c
2,800,0,0,2022/02/22 16:51:24:004117,1,Pflegeleicht 30,6215067d07ba2f7238e7e39d
2,800,0,0,2022/02/22 16:51:25:135995,1,Pflegeleicht 30,6215067d07ba2f7238e7e39e
2,800,0,0,2022/02/22 16:51:25:516006,1,Pflegeleicht 30,6215067d07ba2f7238e7e39f
2,800,0,0,2022/02/22 16:51:25:539716,1,Pflegeleicht 30,6215067d07ba2f7238e7e3a0
2,800,0,0,2022/02/22 16:51:25:561007,1,Pflegeleicht 30,6215067d07ba2f7238e7e3a1
2,800,0,0,2022/02/22 16:51:25:607089,1,Pflegeleicht 30,6215067d07ba2f7238e7e3a2
2,800,0,0,2022/02/22 16:51:25:661172,1,Pflegeleicht 30,6215067d07ba2f7238e7e3a3
2,800,0,0,2022/02/22 16:51:25:729030,1,Pflegeleicht 30,6215067d07ba2f7238e7e3a4
2,800,0,0,2022/02/22 16:51:25:765079,1,Pflegeleicht 30,6215067d07ba2f7238e7e3a5
2,800,0,0,2022/02/22 16:51:25:793116,1,Pflegeleicht 30,6215067d07ba2f7238e7e3a6
2,800,0,0,2022/02/22 16:51:25:829060,1,Pflegeleicht 30,6215067d07ba2f7238e7e3a7
2,800,0,0,2022/02/22 16:51:25:919173,1,Pflegeleicht 30,6215067d07ba2f7238e7e3a8
2,800,0,0,2022/02/22 16:51:25:978352,1,Pflegeleicht 30,6215067e07ba2f7238e7e3a9
2,800,0,0,2022/02/22 16:51:26:912107,1,Pflegeleicht 30,6215068007ba2f7238e7e3aa
2,800,0,0,2022/02/22 16:51:28:411113,1,Pflegeleicht 30,6215068007ba2f7238e7e3ab
2,800,0,0,2022/02/22 16:51:28:453573,1,Pflegeleicht 30,6215068007ba2f7238e7e3ac
2,800,0,0,2022/02/22 16:51:28:477603,1,Pflegeleicht 30,6215068007ba2f7238e7e3ad
2,800,0,0,2022/02/22 16:51:28:502058,1,Pflegeleicht 30,6215068107ba2f7238e7e3ae
2,800,0,0,2022/02/22 16:51:29:356439,1,Pflegeleicht 30,6215068107ba2f7238e7e3af
2,800,0,0,2022/02/22 16:51:29:819846,1,Pflegeleicht 30,6215068107ba2f7238e7e3b0
2,800,0,0,2022/02/22 16:51:29:843537,1,Pflegeleicht 30,6215068107ba2f7238e7e3b1
2,800,0,0,2022/02/22 16:51:29:871798,1,Pflegeleicht 30,6215068207ba2f7238e7e3b2
2,800,0,0,2022/02/22 16:51:30:895957,1,Pflegeleicht 30,6215068307ba2f7238e7e3b3
2,800,0,0,2022/02/22 16:51:31:267887,1,Pflegeleicht 30,6215068407ba2f7238e7e3b4
2,800,0,0,2022/02/22 16:51:32:172081,1,Pflegeleicht 30,6215068407ba2f7238e7e3b5
2,800,0,0,2022/02/22 16:51:32:627446,1,Pflegeleicht 30,6215068507ba2f7238e7e3b6
2,800,0,0,2022/02/22 16:51:33:710492,1,Pflegeleicht 30,6215068607ba2f7238e7e3b7
2,800,0,0,2022/02/22 16:51:34:048216,1,Pflegeleicht 30,6215068707ba2f7238e7e3b8
2,800,0,0,2022/02/22 16:51:35:113984,1,Pflegeleicht 30,6215068707ba2f7238e7e3b9
2,800,0,0,2022/02/22 16:51:35:459927,1,Pflegeleicht 30,6215068807ba2f7238e7e3ba
2,800,0,0,2022/02/22 16:51:36:551589,1,Pflegeleicht 30,6215068807ba2f7238e7e3bb
2,800,0,0,2022/02/22 16:51:36:913815,1,Pflegeleicht 30,6215068907ba2f7238e7e3bc
2,800,0,0,2022/02/22 16:51:38:007413,1,Pflegeleicht 30,6215068a07ba2f7238e7e3bd
2,800,0,0,2022/02/22 16:51:38:365158,1,Pflegeleicht 30,6215068b07ba2f7238e7e3be
2,800,0,0,2022/02/22 16:51:39:395471,1,Pflegeleicht 30,6215068b07ba2f7238e7e3bf
2,800,0,0,2022/02/22 16:51:39:729240,1,Pflegeleicht 30,6215068c07ba2f7238e7e3c0
2,800,0,0,2022/02/22 16:51:40:798496,1,Pflegeleicht 30,6215068d07ba2f7238e7e3c1
2,800,0,0,2022/02/22 16:51:41:150491,1,Pflegeleicht 30,6215068e07ba2f7238e7e3c2
2,800,0,0,2022/02/22 16:51:42:223645,1,Pflegeleicht 30,6215068e07ba2f7238e7e3c3
2,800,0,0,2022/02/22 16:51:42:576514,1,Pflegeleicht 30,6215068f07ba2f7238e7e3c4
2,800,0,0,2022/02/22 16:51:43:666410,1,Pflegeleicht 30,6215069007ba2f7238e7e3c5
2,800,0,0,2022/02/22 16:51:44:094938,1,Pflegeleicht 30,6215069107ba2f7238e7e3c6
2,800,0,0,2022/02/22 16:51:45:039617,1,Pflegeleicht 30,6215069107ba2f7238e7e3c7
2,800,0,0,2022/02/22 16:51:45:418543,1,Pflegeleicht 30,6215069207ba2f7238e7e3c8
2,800,0,0,2022/02/22 16:51:46:447252,1,Pflegeleicht 30,6215069207ba2f7238e7e3c9
2,800,0,0,2022/02/22 16:51:46:778707,1,Pflegeleicht 30,6215069307ba2f7238e7e3ca
2,800,0,0,2022/02/22 16:51:47:857721,1,Pflegeleicht 30,6215069407ba2f7238e7e3cb
2,800,0,0,2022/02/22 16:51:48:213494,1,Pflegeleicht 30,6215069507ba2f7238e7e3cc
2,800,0,0,2022/02/22 16:51:49:719054,1,Pflegeleicht 30,6215069607ba2f7238e7e3cd
2,800,0,0,2022/02/22 16:51:50:783266,1,Pflegeleicht 30,6215069707ba2f7238e7e3ce
2,800,0,0,2022/02/22 16:51:51:134398,1,Pflegeleicht 30,6215069807ba2f7238e7e3cf
2,800,0,0,2022/02/22 16:51:52:068657,1,Pflegeleicht 30,6215069807ba2f7238e7e3d0
2,800,0,0,2022/02/22 16:51:52:561648,1,Pflegeleicht 30,6215069907ba2f7238e7e3d1
2,800,0,0,2022/02/22 16:51:53:607941,1,Pflegeleicht 30,6215069907ba2f7238e7e3d2
2,800,0,0,2022/02/22 16:51:53:939058,1,Pflegeleicht 30,6215069a07ba2f7238e7e3d3
2,800,0,0,2022/02/22 16:51:55:011609,1,Pflegeleicht 30,6215069b07ba2f7238e7e3d4
2,800,0,0,2022/02/22 16:51:55:374549,1,Pflegeleicht 30,6215069b07ba2f7238e7e3d5
2,800,0,0,2022/02/22 16:51:55:402312,1,Pflegeleicht 30,6215069c07ba2f7238e7e3d6
2,800,0,0,2022/02/22 16:51:56:415300,1,Pflegeleicht 30,6215069c07ba2f7238e7e3d7
2,800,0,0,2022/02/22 16:51:56:756224,1,Pflegeleicht 30,6215069d07ba2f7238e7e3d8
2,800,0,0,2022/02/22 16:51:57:872042,1,Pflegeleicht 30,6215069e07ba2f7238e7e3d9
2,800,0,0,2022/02/22 16:51:58:237925,1,Pflegeleicht 30,6215069f07ba2f7238e7e3da
2,800,0,0,2022/02/22 16:51:59:270882,1,Pflegeleicht 30,6215069f07ba2f7238e7e3db
2,800,0,0,2022/02/22 16:51:59:645253,1,Pflegeleicht 30,621506a007ba2f7238e7e3dc
2,800,0,0,2022/02/22 16:52:00:718598,1,Pflegeleicht 30,621506a107ba2f7238e7e3dd
2,800,0,0,2022/02/22 16:52:01:114620,1,Pflegeleicht 30,621506a207ba2f7238e7e3de
2,800,0,0,2022/02/22 16:52:02:134954,1,Pflegeleicht 30,621506a207ba2f7238e7e3df
2,800,0,0,2022/02/22 16:52:02:460295,1,Pflegeleicht 30,621506a307ba2f7238e7e3e0
2,800,0,0,2022/02/22 16:52:03:581510,1,Pflegeleicht 30,621506a307ba2f7238e7e3e1
2,800,0,0,2022/02/22 16:52:03:944702,1,Pflegeleicht 30,621506a407ba2f7238e7e3e2
2,800,0,0,2022/02/22 16:52:04:980334,1,Pflegeleicht 30,621506a507ba2f7238e7e3e3
2,800,0,0,2022/02/22 16:52:05:310919,1,Pflegeleicht 30,621506a607ba2f7238e7e3e4
2,800,0,0,2022/02/22 16:52:06:384109,1,Pflegeleicht 30,621506a607ba2f7238e7e3e5
2,800,0,0,2022/02/22 16:52:06:742687,1,Pflegeleicht 30,621506a707ba2f7238e7e3e6
2,800,0,0,2022/02/22 16:52:07:793144,1,Pflegeleicht 30,621506a807ba2f7238e7e3e7
2,800,0,0,2022/02/22 16:52:08:132591,1,Pflegeleicht 30,621506a907ba2f7238e7e3e8
2,800,0,0,2022/02/22 16:52:09:244183,1,Pflegeleicht 30,621506a907ba2f7238e7e3e9
2,800,0,0,2022/02/22 16:52:09:617731,1,Pflegeleicht 30,621506aa07ba2f7238e7e3ea
2,800,0,0,2022/02/22 16:52:10:507753,1,Pflegeleicht 30,621506ab07ba2f7238e7e3eb
2,800,0,0,2022/02/22 16:52:11:031250,1,Pflegeleicht 30,621506ab07ba2f7238e7e3ec
2,800,0,0,2022/02/22 16:52:11:053076,1,Pflegeleicht 30,621506ab07ba2f7238e7e3ed
2,800,0,0,2022/02/22 16:52:11:079055,1,Pflegeleicht 30,621506ab07ba2f7238e7e3ee
2,800,0,0,2022/02/22 16:52:11:101353,1,Pflegeleicht 30,621506ab07ba2f7238e7e3ef
2,800,0,0,2022/02/22 16:52:11:125906,1,Pflegeleicht 30,621506ab07ba2f7238e7e3f0
2,800,0,0,2022/02/22 16:52:11:948801,1,Pflegeleicht 30,621506ac07ba2f7238e7e3f1
2,800,0,0,2022/02/22 16:52:12:633989,1,Pflegeleicht 30,621506ad07ba2f7238e7e3f2
2,800,0,0,2022/02/22 16:52:13:484999,1,Pflegeleicht 30,621506ae07ba2f7238e7e3f3
2,800,0,0,2022/02/22 16:52:14:197272,1,Pflegeleicht 30,621506ae07ba2f7238e7e3f4
2,800,0,0,2022/02/22 16:52:14:911248,1,Pflegeleicht 30,621506ae07ba2f7238e7e3f5
2,800,0,0,2022/02/22 16:52:14:933481,1,Pflegeleicht 30,621506ae07ba2f7238e7e3f6
2,800,0,0,2022/02/22 16:52:14:965918,1,Pflegeleicht 30,621506ae07ba2f7238e7e3f7
2,800,0,0,2022/02/22 16:52:14:989663,1,Pflegeleicht 30,621506af07ba2f7238e7e3f8
2,800,0,0,2022/02/22 16:52:15:667841,1,Pflegeleicht 30,621506af07ba2f7238e7e3f9
2,800,0,0,2022/02/22 16:52:15:690522,1,Pflegeleicht 30,621506af07ba2f7238e7e3fa
2,800,0,0,2022/02/22 16:52:15:714839,1,Pflegeleicht 30,621506b007ba2f7238e7e3fb
2,800,0,0,2022/02/22 16:52:16:321640,1,Pflegeleicht 30,621506b007ba2f7238e7e3fc
2,800,0,0,2022/02/22 16:52:16:346396,1,Pflegeleicht 30,621506b007ba2f7238e7e3fd
2,800,0,0,2022/02/22 16:52:16:371136,1,Pflegeleicht 30,621506b007ba2f7238e7e3fe
2,800,0,0,2022/02/22 16:52:16:394531,1,Pflegeleicht 30,621506b007ba2f7238e7e3ff
2,800,0,0,2022/02/22 16:52:16:667035,1,Pflegeleicht 30,621506b107ba2f7238e7e400
2,800,0,0,2022/02/22 16:52:17:183537,1,Pflegeleicht 30,621506b107ba2f7238e7e401
2,800,0,0,2022/02/22 16:52:17:750778,1,Pflegeleicht 30,621506b107ba2f7238e7e402
2,800,0,0,2022/02/22 16:52:17:777482,1,Pflegeleicht 30,621506b207ba2f7238e7e403
2,800,0,0,2022/02/22 16:52:18:179207,1,Pflegeleicht 30,621506b207ba2f7238e7e404
2,800,0,0,2022/02/22 16:52:18:596117,1,Pflegeleicht 30,621506b307ba2f7238e7e405
2,800,0,0,2022/02/22 16:52:19:169578,1,Pflegeleicht 30,621506b307ba2f7238e7e406
2,800,0,0,2022/02/22 16:52:19:970038,1,Pflegeleicht 30,621506b407ba2f7238e7e407
2,800,0,0,2022/02/22 16:52:20:580713,1,Pflegeleicht 30,621506b407ba2f7238e7e408
2,800,0,0,2022/02/22 16:52:20:607235,1,Pflegeleicht 30,621506b407ba2f7238e7e409
2,800,0,0,2022/02/22 16:52:20:630964,1,Pflegeleicht 30,621506b407ba2f7238e7e40a
2,800,0,0,2022/02/22 16:52:20:659973,1,Pflegeleicht 30,621506b507ba2f7238e7e40b
2,800,0,0,2022/02/22 16:52:21:338130,1,Pflegeleicht 30,621506b507ba2f7238e7e40c
2,800,0,0,2022/02/22 16:52:21:359808,1,Pflegeleicht 30,621506b507ba2f7238e7e40d
2,800,0,0,2022/02/22 16:52:21:999684,1,Pflegeleicht 30,621506b607ba2f7238e7e40e
2,800,0,0,2022/02/22 16:52:22:026139,1,Pflegeleicht 30,621506b607ba2f7238e7e40f
2,800,0,0,2022/02/22 16:52:22:048525,1,Pflegeleicht 30,621506b607ba2f7238e7e410
2,800,0,0,2022/02/22 16:52:22:695402,1,Pflegeleicht 30,621506b707ba2f7238e7e411
2,800,0,0,2022/02/22 16:52:23:412218,1,Pflegeleicht 30,621506b807ba2f7238e7e412
2,800,0,0,2022/02/22 16:52:24:043574,1,Pflegeleicht 30,621506b807ba2f7238e7e413
2,800,0,0,2022/02/22 16:52:24:695137,1,Pflegeleicht 30,621506b807ba2f7238e7e414
2,800,0,0,2022/02/22 16:52:24:874714,1,Pflegeleicht 30,621506b807ba2f7238e7e415
2,800,0,0,2022/02/22 16:52:24:901970,1,Pflegeleicht 30,621506b907ba2f7238e7e416
2,800,0,0,2022/02/22 16:52:25:402603,1,Pflegeleicht 30,621506ba07ba2f7238e7e417
2,800,0,0,2022/02/22 16:52:26:243458,1,Pflegeleicht 30,621506ba07ba2f7238e7e418
2,800,0,0,2022/02/22 16:52:26:750079,1,Pflegeleicht 30,621506bb07ba2f7238e7e419
